source_file,fix_id,region_name,year,table_type,raw_text_hash
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1996,,7c3797d25763
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1996,,7c3797d25763
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1996,,436ede3c9b47
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1997,,861f8135755d
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1997,,861f8135755d
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1997,,fcc01ac0ae25
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1998,,d139f0f1c47c
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1998,,d139f0f1c47c
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1998,,500312ec5080
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1999,,d994d25ce625
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1999,,d994d25ce625
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1999,,381308d1b9e5
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1996,,7c3797d25763
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1996,,7c3797d25763
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1996,,436ede3c9b47
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1997,,861f8135755d
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1997,,861f8135755d
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1997,,fcc01ac0ae25
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1998,,d139f0f1c47c
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1998,,d139f0f1c47c
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1998,,500312ec5080
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1999,,d994d25ce625
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1999,,d994d25ce625
PDRB_1996-1999.csv,FAKFAK_err,Fak-Fak,1999,,381308d1b9e5
PDRB_1996-1999.csv,W3,Banjarmasin,1997,,b497f7f7e978
PDRB_1996-1999.csv,W3d,Sumenep,1996,,b8c11a34df4d
PDRB_1996-1999.csv,W3e,Mamuju,1999,,88fa9525a75f
PDRB_1996-1999.csv,P5a,Barru,1998,,b75f95a33333
PDRB_1996-1999.csv,OCR_garble,Tulang Bawang,1998,,b7a45fb36a81
PDRB_1996-1999.csv,OCR_garble,Morowali,1998,,c35df906a6a8
PDRB_1996-1999.csv,P_recover,Mandailing Natal,1997,,4bef85cb376e
PDRB_1996-1999.csv,P_recover,Mandailing Natal,1997,,4bef85cb376e
PDRB_1996-1999.csv,P_MN96_dup,Mandailing Natal,1996,,73e2b149abd7
PDRB_1996-1999.csv,P_MN96_dup,Mandailing Natal,1996,,73e2b149abd7
PDRB_1996-1999.csv,P9_recover,Bojonegoro,1999,,aa9f0ba5b56f
PDRB_1996-1999.csv,P9_recover,Bojonegoro,1999,,9a1b172b3936
PDRB-capita_1996-1999.csv,W3c,Sambas,1996,,53c806c97786
PDRB-capita_1996-1999.csv,W3c,Sambas,1996,,53c806c97786
PDRB-capita_1996-1999.csv,W3c,Sambas,1997,,53328459a0e8
PDRB-capita_1996-1999.csv,W3c,Sambas,1997,,53328459a0e8
PDRB-capita_1996-1999.csv,W3c,Sambas,1998,,f2bcd41546a0
PDRB-capita_1996-1999.csv,W3c,Sambas,1998,,f2bcd41546a0
PDRB-capita_1996-1999.csv,W3c,Sambas,1999,,74e79ffd9cb1
PDRB-capita_1996-1999.csv,W3c,Sambas,1999,,74e79ffd9cb1
PDRB-capita_1996-1999.csv,W3f,Kapuas,1999,,34b940cb943e
PDRB-capita_1996-1999.csv,W3f,Kapuas,1999,,34b940cb943e
PDRB-capita_1996-1999.csv,P5a,Barru,1998,,a3d148b207d6
PDRB-capita_1996-1999.csv,OCR_col_shift,Luwu Utara,1997,,22a16c6e5cfb
PDRB-capita_1996-1999.csv,OCR_col_shift,Luwu Utara,1998,,0e15fb1f4016
PDRB-capita_1996-1999.csv,OCR_col_shift,Luwu Utara,1999,,8775486d1aa6
PDRB_2000-2001.csv,W3a,Kampar,2000,,93f284be2838
PDRB_2000-2001.csv,W3a,Kampar,2001,,f64a4835fd08
PDRB_2000-2001.csv,W3a,Kampar,2002,,0eea546e5ca5
PDRB_2000-2001.csv,W3a,Kampar,2003,,480dfbe2326b
PDRB_2000-2001.csv,W3a,Kampar,2000,,c3a50fbb4820
PDRB_2000-2001.csv,W3a,Kampar,2001,,836f8320f54e
PDRB_2000-2001.csv,W3a,Kampar,2002,,51bdbe920a71
PDRB_2000-2001.csv,W3a,Kampar,2003,,350eaed4f201
PDRB_2000-2001.csv,W3b,MUSI Rawas,2001,,3280f620e20f
PDRB_2000-2001.csv,W3g,Bengkulu Selatan,2003,,27e5be13a46d
PDRB_2000-2001.csv,OCR_garble,Ende,2000,,502a61aa9936
PDRB_2000-2001.csv,OCR_garble,Tabalong,2000,,ed62d43d6214
PDRB_2000-2001.csv,OCR_garble,Tabalong,2000,,5df184773be7
PDRB_2000-2001.csv,OCR_garble,Tabalong,2001,,eb2c5ff9a2b0
PDRB_2000-2001.csv,OCR_garble,Langkat,2000,,9d9b03237a80
PDRB_2000-2001.csv,OCR_garble,Asahan,2001,,68eab82542eb
PDRB_2000-2001.csv,OCR_garble,Sidenreng Rappang,2001,,f9edc1963445
PDRB_2000-2001.csv,OCR_garble,Asahan,2001,,f510f43033de
PDRB_2000-2001.csv,OCR_garble,Kudus,2000,,1ae7a67f8517
PDRB_2000-2001.csv,OCR_garble,Karawang,2000,,54b6124e5ead
PDRB_2000-2001.csv,OCR_garble,Karawang,2000,,bb3a1cf321e4
PDRB_2000-2001.csv,OCR_garble,Tuban,2000,,e6789b97716a
PDRB-capita_2000-2001.csv,OCR_garble,Jambi,2000,,5dc9458f007b
PDRB-capita_2000-2001.csv,OCR_garble,Lampung Timur,2003,,5c1799fe9715
PDRB-capita_2000-2001.csv,OCR_garble,Tuban,2000,,3382291be4dc
PDRB-capita_2000-2001.csv,W2c,Kepulauan Mentawai,2000,,a57f54866804
PDRB-capita_2000-2001.csv,W2c,Pesisir Selatan,2000,,8bd0c0e20730
PDRB-capita_2000-2001.csv,W2c,Solok,2000,,48c0905e4f95
PDRB-capita_2000-2001.csv,W2c,Sawahlunto/Sijunj'ung,2000,,9899c1e1ef58
PDRB-capita_2000-2001.csv,W2c,Tanah Datar,2000,,42a69c180ed2
PDRB-capita_2000-2001.csv,W2c,Padang Panaman,2000,,8cdcb15b4d40
PDRB-capita_2000-2001.csv,W2c,Agam,2000,,3e002ee933e3
